gesture,image_path,predicted,confidence,correct,status,inference_ms
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_321690_aug_2_perspective_brightness_contrast.jpg,Acc+Right,1.0000,1,ok,52.882
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_321690_aug_3_shadow_perspective.jpg,,0.4668,0,low-confidence,39.581
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_321690_aug_4_gaussian_blur.jpg,,0.4693,0,low-confidence,50.089
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_321690_aug_5_rotation_brightness_contrast.jpg,Acc+Right,1.0000,1,ok,66.245
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_565111.jpg,Acc+Right,1.0000,1,ok,70.073
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_565111_aug_1_rotation_shadow.jpg,Acc+Right,1.0000,1,ok,61.832
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_565111_aug_1_shadow_perspective.jpg,Acc+Right,1.0000,1,ok,71.145
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_565111_aug_1_shadow_perspective_aug_1_gaussian_noise.jpg,,,,no-landmarks,30.029
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_565111_aug_1_shadow_perspective_aug_2_gaussian_noise_translation.jpg,,,,no-landmarks,21.190
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_565111_aug_1_shadow_perspective_aug_3_perspective.jpg,Acc+Right,1.0000,1,ok,77.321
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_565111_aug_1_shadow_perspective_aug_4_gaussian_blur.jpg,Acc+Right,1.0000,1,ok,67.225
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_565111_aug_1_shadow_perspective_aug_5_translation.jpg,Acc+Right,1.0000,1,ok,49.327
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_565111_aug_2_perspective_brightness_contrast.jpg,Acc+Right,1.0000,1,ok,64.705
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_565111_aug_2_perspective_brightness_contrast_aug_1_shadow_perspective.jpg,Acc+Right,1.0000,1,ok,61.721
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_565111_aug_2_perspective_brightness_contrast_aug_2_color_jitter_gaussian_blur.jpg,Acc+Right,1.0000,1,ok,56.967
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_565111_aug_2_perspective_brightness_contrast_aug_3_brightness_contrast.jpg,Acc+Right,1.0000,1,ok,74.289
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_565111_aug_2_perspective_brightness_contrast_aug_4_rotation_shadow.jpg,Accelerate,0.7789,0,ok,36.734
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_565111_aug_2_perspective_brightness_contrast_aug_5_rotation_slight_zoom.jpg,Acc+Right,1.0000,1,ok,50.535
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_565111_aug_2_rotation_slight_gaussian_noise.jpg,,,,no-landmarks,13.847
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_565111_aug_3_perspective_brightness_contrast.jpg,Acc+Right,1.0000,1,ok,66.247
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_565111_aug_4_translation.jpg,Acc+Right,1.0000,1,ok,45.449
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_565111_aug_4_translation_aug_1_color_jitter.jpg,Acc+Right,1.0000,1,ok,33.085
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_565111_aug_4_translation_aug_2_rotation_slight_gaussian_noise.jpg,,,,no-landmarks,28.082
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_565111_aug_4_translation_aug_3_perspective.jpg,Acc+Right,1.0000,1,ok,65.483
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_565111_aug_4_translation_aug_4_zoom.jpg,Acc+Right,1.0000,1,ok,35.813
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_565111_aug_4_translation_aug_5_gaussian_noise.jpg,,,,no-landmarks,30.699
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_565111_aug_4_zoom.jpg,Acc+Right,1.0000,1,ok,44.212
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_565111_aug_5_translation.jpg,Acc+Right,1.0000,1,ok,70.599
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_565111_aug_5_zoom_color_jitter.jpg,Accelerate,0.5983,0,ok,25.781
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_565111_aug_5_zoom_color_jitter_aug_1_shadow.jpg,Acc+Right,1.0000,1,ok,36.443
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_565111_aug_5_zoom_color_jitter_aug_2_translation_gaussian_blur.jpg,Acc+Right,1.0000,1,ok,64.811
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_565111_aug_5_zoom_color_jitter_aug_3_perspective_brightness_contrast.jpg,Accelerate,0.6065,0,ok,46.184
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_565111_aug_5_zoom_color_jitter_aug_4_gaussian_noise.jpg,,,,no-landmarks,30.018
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_565111_aug_5_zoom_color_jitter_aug_5_shadow_perspective.jpg,Acc+Right,1.0000,1,ok,75.696
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_792334.jpg,Acc+Right,1.0000,1,ok,80.545
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_792334_aug_1_rotation.jpg,Acc+Right,1.0000,1,ok,52.085
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_792334_aug_2_gaussian_noise_translation.jpg,,,,no-landmarks,22.882
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_792334_aug_3_rotation_slight.jpg,Acc+Right,1.0000,1,ok,56.987
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_792334_aug_4_rotation_slight_zoom.jpg,Acc+Right,1.0000,1,ok,60.248
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151508_792334_aug_5_shadow.jpg,Accelerate,0.5789,0,ok,38.730
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_038668.jpg,Acc+Right,1.0000,1,ok,63.835
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_038668_aug_1_brightness_contrast.jpg,Acc+Right,1.0000,1,ok,58.216
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_038668_aug_2_shadow.jpg,Accelerate,0.5319,0,ok,35.637
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_038668_aug_3_rotation_slight_zoom.jpg,Acc+Right,1.0000,1,ok,46.434
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_038668_aug_4_perspective_brightness_contrast.jpg,Acc+Right,1.0000,1,ok,32.388
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_038668_aug_5_gaussian_noise.jpg,,,,no-landmarks,28.848
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_248504.jpg,Acc+Right,1.0000,1,ok,84.955
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_248504_aug_1_perspective.jpg,Acc+Right,1.0000,1,ok,53.493
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_248504_aug_1_perspective_aug_1_gaussian_noise.jpg,,,,no-landmarks,13.842
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_248504_aug_1_perspective_aug_2_shadow_perspective.jpg,Accelerate,0.6216,0,ok,28.054
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_248504_aug_1_perspective_aug_3_rotation_slight.jpg,Acc+Right,1.0000,1,ok,61.442
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_248504_aug_1_perspective_aug_4_perspective_brightness_contrast.jpg,Acc+Right,1.0000,1,ok,37.785
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_248504_aug_1_perspective_aug_5_color_jitter_gaussian_blur.jpg,Acc+Right,1.0000,1,ok,57.662
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_248504_aug_1_shadow_perspective.jpg,Acc+Right,1.0000,1,ok,40.751
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_248504_aug_2_color_jitter.jpg,Acc+Right,1.0000,1,ok,33.342
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_248504_aug_2_color_jitter_aug_1_perspective_brightness_contrast.jpg,Acc+Right,1.0000,1,ok,47.627
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_248504_aug_2_color_jitter_aug_2_gaussian_noise.jpg,,,,no-landmarks,27.461
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_248504_aug_2_color_jitter_aug_3_rotation_brightness_contrast.jpg,Acc+Right,1.0000,1,ok,33.424
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_248504_aug_2_color_jitter_aug_4_gaussian_noise_translation.jpg,,,,no-landmarks,30.568
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_248504_aug_2_color_jitter_aug_5_rotation_slight.jpg,Acc+Right,1.0000,1,ok,49.379
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_248504_aug_2_zoom_color_jitter.jpg,Acc+Right,1.0000,1,ok,32.593
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_248504_aug_3_gaussian_noise_translation.jpg,,,,no-landmarks,13.571
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_248504_aug_3_rotation.jpg,Acc+Right,1.0000,1,ok,63.653
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_248504_aug_3_rotation_aug_1_translation.jpg,Acc+Right,1.0000,1,ok,32.883
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_248504_aug_3_rotation_aug_2_color_jitter.jpg,Accelerate,0.5059,0,ok,23.858
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_248504_aug_3_rotation_aug_3_shadow_perspective.jpg,Acc+Right,1.0000,1,ok,42.977
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_248504_aug_3_rotation_aug_4_rotation_slight.jpg,Acc+Right,1.0000,1,ok,63.361
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_248504_aug_3_rotation_aug_5_color_jitter_gaussian_blur.jpg,Acc+Right,1.0000,1,ok,43.389
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_248504_aug_4_perspective.jpg,Acc+Right,1.0000,1,ok,64.738
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_248504_aug_5_perspective_brightness_contrast.jpg,Acc+Right,1.0000,1,ok,58.810
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_248504_aug_5_perspective_brightness_contrast_aug_1_rotation_slight_gaussian_noise.jpg,,,,no-landmarks,35.743
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_248504_aug_5_perspective_brightness_contrast_aug_2_shadow_perspective.jpg,Acc+Right,1.0000,1,ok,47.068
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_248504_aug_5_perspective_brightness_contrast_aug_3_rotation_shadow.jpg,Accelerate,0.5785,0,ok,23.738
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_248504_aug_5_perspective_brightness_contrast_aug_4_zoom_color_jitter.jpg,Acc+Right,1.0000,1,ok,61.803
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_248504_aug_5_perspective_brightness_contrast_aug_5_color_jitter_gaussian_blur.jpg,Acc+Right,1.0000,1,ok,31.629
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_248504_aug_5_rotation_slight_gaussian_noise.jpg,,,,no-landmarks,31.109
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_457858.jpg,Acc+Right,1.0000,1,ok,53.177
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_457858_aug_1_rotation_brightness_contrast.jpg,Acc+Right,1.0000,1,ok,54.605
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_457858_aug_2_perspective_brightness_contrast.jpg,Acc+Right,1.0000,1,ok,46.372
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_457858_aug_3_gaussian_noise_translation.jpg,,,,no-landmarks,29.870
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_457858_aug_4_shadow_perspective.jpg,Acc+Right,1.0000,1,ok,57.244
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_457858_aug_5_shadow.jpg,Acc+Right,1.0000,1,ok,58.755
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_664383.jpg,Acc+Right,1.0000,1,ok,71.795
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_664383_aug_1_zoom_color_jitter.jpg,Acc+Right,1.0000,1,ok,64.999
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_664383_aug_2_color_jitter_gaussian_blur.jpg,Acc+Right,1.0000,1,ok,65.132
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_664383_aug_3_rotation_shadow.jpg,Acc+Right,1.0000,1,ok,54.230
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_664383_aug_3_rotation_shadow_aug_1_rotation_slight_gaussian_noise.jpg,,,,no-landmarks,28.704
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_664383_aug_3_rotation_shadow_aug_2_zoom_color_jitter.jpg,Acc+Right,1.0000,1,ok,54.554
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_664383_aug_3_rotation_shadow_aug_3_gaussian_noise_translation.jpg,,,,no-landmarks,31.667
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_664383_aug_3_rotation_shadow_aug_4_color_jitter.jpg,Acc+Right,1.0000,1,ok,71.531
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_664383_aug_3_rotation_shadow_aug_5_rotation_shadow.jpg,Right,0.5968,0,ok,56.768
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_664383_aug_3_translation.jpg,Acc+Right,1.0000,1,ok,73.071
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_664383_aug_4_gaussian_noise.jpg,,,,no-landmarks,31.315
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_664383_aug_4_gaussian_noise_translation.jpg,,,,no-landmarks,30.374
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_664383_aug_4_gaussian_noise_translation_aug_1_rotation_slight_gaussian_noise.jpg,,,,no-landmarks,33.724
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_664383_aug_4_gaussian_noise_translation_aug_2_translation.jpg,,,,no-landmarks,30.269
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_664383_aug_4_gaussian_noise_translation_aug_3_rotation_slight_zoom.jpg,,,,no-landmarks,30.032
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_664383_aug_4_gaussian_noise_translation_aug_4_rotation_slight.jpg,,,,no-landmarks,29.991
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_664383_aug_4_gaussian_noise_translation_aug_5_perspective.jpg,,,,no-landmarks,29.696
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_664383_aug_5_rotation_shadow.jpg,Accelerate,0.6004,0,ok,46.052
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_664383_aug_5_shadow_perspective.jpg,Acc+Right,1.0000,1,ok,83.518
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_664383_aug_5_shadow_perspective_aug_1_shadow_perspective.jpg,Acc+Right,1.0000,1,ok,64.359
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_664383_aug_5_shadow_perspective_aug_2_zoom_color_jitter.jpg,Acc+Right,1.0000,1,ok,66.397
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_664383_aug_5_shadow_perspective_aug_3_gaussian_blur.jpg,Acc+Right,1.0000,1,ok,46.160
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_664383_aug_5_shadow_perspective_aug_4_rotation_slight.jpg,Acc+Right,1.0000,1,ok,32.605
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_664383_aug_5_shadow_perspective_aug_5_rotation_brightness_contrast.jpg,Acc+Right,1.0000,1,ok,57.737
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_884220.jpg,Acc+Right,1.0000,1,ok,33.450
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_884220_aug_1_color_jitter_gaussian_blur.jpg,Acc+Right,1.0000,1,ok,60.843
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_884220_aug_1_color_jitter_gaussian_blur_aug_1_color_jitter_gaussian_blur.jpg,Acc+Right,1.0000,1,ok,44.660
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_884220_aug_1_color_jitter_gaussian_blur_aug_2_rotation_slight_gaussian_noise.jpg,Accelerate,0.5975,0,ok,45.509
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_884220_aug_1_color_jitter_gaussian_blur_aug_3_rotation_brightness_contrast.jpg,Acc+Right,1.0000,1,ok,33.808
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_884220_aug_1_color_jitter_gaussian_blur_aug_4_zoom.jpg,Acc+Right,1.0000,1,ok,74.334
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_884220_aug_1_color_jitter_gaussian_blur_aug_5_translation_gaussian_blur.jpg,Acc+Right,1.0000,1,ok,32.467
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_884220_aug_2_color_jitter.jpg,Acc+Right,1.0000,1,ok,32.181
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_884220_aug_2_color_jitter_aug_1_perspective.jpg,Acc+Right,1.0000,1,ok,49.285
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_884220_aug_2_color_jitter_aug_2_shadow.jpg,Acc+Right,1.0000,1,ok,56.914
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_884220_aug_2_color_jitter_aug_3_translation.jpg,Acc+Right,1.0000,1,ok,55.258
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_884220_aug_2_color_jitter_aug_4_rotation_slight_gaussian_noise.jpg,,,,no-landmarks,24.320
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_884220_aug_2_color_jitter_aug_5_color_jitter_gaussian_blur.jpg,Acc+Right,1.0000,1,ok,44.149
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_884220_aug_2_gaussian_noise.jpg,,,,no-landmarks,30.659
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_884220_aug_3_rotation.jpg,Acc+Right,1.0000,1,ok,62.832
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_884220_aug_3_rotation_aug_1_rotation.jpg,Acc+Right,1.0000,1,ok,47.949
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_884220_aug_3_rotation_aug_2_zoom_color_jitter.jpg,Acc+Right,1.0000,1,ok,47.348
Acc+Right,/home/rishabh/Desktop/sem3/esw/gesture_control/finalclassification_model/gestures/Acc+Right/Acc+Right_20251117_151509_884220_aug_3_rotation_aug_3_translation.jpg,Acc+Right,1.0000,1,ok,50.971
